"TIME","GEO","NRG_BAL","INDIC_NRG","Value","Flag and Footnotes"
"2019M06","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","66.16",""
"2019M06","Estonia","Imports","Volume - thousand barrels",":",""
"2019M06","Estonia","Imports","Average price - USD per barrel",":",""
"2019M06","Ireland","Imports","Volume - thousand barrels","0.00",""
"2019M06","Ireland","Imports","Average price - USD per barrel",":","z"
"2019M06","Greece","Imports","Volume - thousand barrels","11,714.00",""
"2019M06","Greece","Imports","Average price - USD per barrel","62.26",""
"2019M06","Spain","Imports","Volume - thousand barrels","41,169.14",""
"2019M06","Spain","Imports","Average price - USD per barrel","65.46",""
"2019M06","France","Imports","Volume - thousand barrels","25,960.20",""
"2019M06","France","Imports","Average price - USD per barrel","66.67",""
"2019M06","Croatia","Imports","Volume - thousand barrels",":",""
"2019M06","Croatia","Imports","Average price - USD per barrel",":",""
"2019M06","Italy","Imports","Volume - thousand barrels","42,301.00",""
"2019M06","Italy","Imports","Average price - USD per barrel","65.77",""
"2019M06","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M06","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M06","Latvia","Imports","Volume - thousand barrels",":",""
"2019M06","Latvia","Imports","Average price - USD per barrel",":",""
"2019M06","Lithuania","Imports","Volume - thousand barrels","5,728.06",""
"2019M06","Lithuania","Imports","Average price - USD per barrel","63.95",""
"2019M06","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M06","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M06","Hungary","Imports","Volume - thousand barrels","3,724.45",""
"2019M06","Hungary","Imports","Average price - USD per barrel","64.52",""
"2019M06","Malta","Imports","Volume - thousand barrels",":",""
"2019M06","Malta","Imports","Average price - USD per barrel",":",""
"2019M06","Netherlands","Imports","Volume - thousand barrels","35,037.00",""
"2019M06","Netherlands","Imports","Average price - USD per barrel","65.10",""
"2019M06","Austria","Imports","Volume - thousand barrels","5,149.58",""
"2019M06","Austria","Imports","Average price - USD per barrel","67.60",""
"2019M06","Poland","Imports","Volume - thousand barrels","16,521.40",""
"2019M06","Poland","Imports","Average price - USD per barrel","63.95",""
"2019M06","Portugal","Imports","Volume - thousand barrels","7,045.69",""
"2019M06","Portugal","Imports","Average price - USD per barrel","65.74",""
"2019M06","Romania","Imports","Volume - thousand barrels","4,381.00",""
"2019M06","Romania","Imports","Average price - USD per barrel","64.37",""
"2019M06","Slovenia","Imports","Volume - thousand barrels",":",""
"2019M06","Slovenia","Imports","Average price - USD per barrel",":",""
"2019M06","Slovakia","Imports","Volume - thousand barrels","1,546.74",""
"2019M06","Slovakia","Imports","Average price - USD per barrel","62.43",""
"2019M06","Finland","Imports","Volume - thousand barrels","7,417.53",""
"2019M06","Finland","Imports","Average price - USD per barrel","62.21",""
"2019M06","Sweden","Imports","Volume - thousand barrels","7,949.00",""
"2019M06","Sweden","Imports","Average price - USD per barrel","66.54",""
"2019M06","Norway","Imports","Volume - thousand barrels",":",""
"2019M06","Norway","Imports","Average price - USD per barrel",":",""
"2019M06","United Kingdom","Imports","Volume - thousand barrels","29,146.86",""
"2019M06","United Kingdom","Imports","Average price - USD per barrel","66.48",""
"2019M06","Montenegro","Imports","Volume - thousand barrels",":",""
"2019M06","Montenegro","Imports","Average price - USD per barrel",":",""
"2019M06","Türkiye","Imports","Volume - thousand barrels",":",""
"2019M06","Türkiye","Imports","Average price - USD per barrel",":",""
"2019M06","Moldova","Imports","Volume - thousand barrels",":",""
"2019M06","Moldova","Imports","Average price - USD per barrel",":",""
"2019M07","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2019M07","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2019M07","Belgium","Imports","Volume - thousand barrels","21,383.27",""
"2019M07","Belgium","Imports","Average price - USD per barrel","63.42",""
"2019M07","Bulgaria","Imports","Volume - thousand barrels","3,962.00",""
"2019M07","Bulgaria","Imports","Average price - USD per barrel","64.55",""
"2019M07","Czechia","Imports","Volume - thousand barrels","0.00",""
"2019M07","Czechia","Imports","Average price - USD per barrel",":","z"
"2019M07","Denmark","Imports","Volume - thousand barrels","2,674.00",""
"2019M07","Denmark","Imports","Average price - USD per barrel","63.28",""
"2019M07","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","61,441.00",""
"2019M07","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","65.04",""
"2019M07","Estonia","Imports","Volume - thousand barrels",":",""
"2019M07","Estonia","Imports","Average price - USD per barrel",":",""
"2019M07","Ireland","Imports","Volume - thousand barrels","1,813.24",""
"2019M07","Ireland","Imports","Average price - USD per barrel","67.09",""
"2019M07","Greece","Imports","Volume - thousand barrels","18,335.00",""
"2019M07","Greece","Imports","Average price - USD per barrel","62.08",""
"2019M07","Spain","Imports","Volume - thousand barrels","37,385.68",""
"2019M07","Spain","Imports","Average price - USD per barrel","63.52",""
"2019M07","France","Imports","Volume - thousand barrels","32,335.80",""
"2019M07","France","Imports","Average price - USD per barrel","64.73",""
"2019M07","Croatia","Imports","Volume - thousand barrels",":",""
"2019M07","Croatia","Imports","Average price - USD per barrel",":",""
"2019M07","Italy","Imports","Volume - thousand barrels","39,879.00",""
"2019M07","Italy","Imports","Average price - USD per barrel","65.41",""
"2019M07","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M07","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M07","Latvia","Imports","Volume - thousand barrels",":",""
"2019M07","Latvia","Imports","Average price - USD per barrel",":",""
"2019M07","Lithuania","Imports","Volume - thousand barrels","6,952.53",""
"2019M07","Lithuania","Imports","Average price - USD per barrel","63.27",""
"2019M07","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M07","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M07","Hungary","Imports","Volume - thousand barrels","3,402.83",""
"2019M07","Hungary","Imports","Average price - USD per barrel","62.96",""
"2019M07","Malta","Imports","Volume - thousand barrels",":",""
"2019M07","Malta","Imports","Average price - USD per barrel",":",""
"2019M07","Netherlands","Imports","Volume - thousand barrels","38,528.00",""
"2019M07","Netherlands","Imports","Average price - USD per barrel","64.90",""
"2019M07","Austria","Imports","Volume - thousand barrels","5,298.06",""
"2019M07","Austria","Imports","Average price - USD per barrel","66.03",""
"2019M07","Poland","Imports","Volume - thousand barrels","20,054.15",""
"2019M07","Poland","Imports","Average price - USD per barrel","63.35",""
"2019M07","Portugal","Imports","Volume - thousand barrels","9,070.41",""
"2019M07","Portugal","Imports","Average price - USD per barrel","66.82",""
"2019M07","Romania","Imports","Volume - thousand barrels","5,621.87",""
"2019M07","Romania","Imports","Average price - USD per barrel","63.77",""
"2019M07","Slovenia","Imports","Volume - thousand barrels",":",""
"2019M07","Slovenia","Imports","Average price - USD per barrel",":",""
"2019M07","Slovakia","Imports","Volume - thousand barrels","2,843.04",""
"2019M07","Slovakia","Imports","Average price - USD per barrel","63.60",""
"2019M07","Finland","Imports","Volume - thousand barrels","7,987.66",""
"2019M07","Finland","Imports","Average price - USD per barrel","61.76",""
"2019M07","Sweden","Imports","Volume - thousand barrels","11,580.00",""
"2019M07","Sweden","Imports","Average price - USD per barrel","64.20",""
"2019M07","Norway","Imports","Volume - thousand barrels",":",""
"2019M07","Norway","Imports","Average price - USD per barrel",":",""
"2019M07","United Kingdom","Imports","Volume - thousand barrels","27,724.80",""
"2019M07","United Kingdom","Imports","Average price - USD per barrel","65.81",""
"2019M07","Montenegro","Imports","Volume - thousand barrels",":",""
"2019M07","Montenegro","Imports","Average price - USD per barrel",":",""
"2019M07","Türkiye","Imports","Volume - thousand barrels",":",""
"2019M07","Türkiye","Imports","Average price - USD per barrel",":",""
"2019M07","Moldova","Imports","Volume - thousand barrels",":",""
"2019M07","Moldova","Imports","Average price - USD per barrel",":",""
"2019M08","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2019M08","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2019M08","Belgium","Imports","Volume - thousand barrels","22,555.73",""
"2019M08","Belgium","Imports","Average price - USD per barrel","59.02",""
"2019M08","Bulgaria","Imports","Volume - thousand barrels","4,346.00",""
"2019M08","Bulgaria","Imports","Average price - USD per barrel","59.68",""
"2019M08","Czechia","Imports","Volume - thousand barrels","0.00",""
"2019M08","Czechia","Imports","Average price - USD per barrel",":","z"
"2019M08","Denmark","Imports","Volume - thousand barrels","2,284.00",""
"2019M08","Denmark","Imports","Average price - USD per barrel","59.55",""
"2019M08","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","51,854.00",""
"2019M08","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","60.50",""
"2019M08","Estonia","Imports","Volume - thousand barrels",":",""
"2019M08","Estonia","Imports","Average price - USD per barrel",":",""
"2019M08","Ireland","Imports","Volume - thousand barrels","2,482.98",""
"2019M08","Ireland","Imports","Average price - USD per barrel","62.37",""
"2019M08","Greece","Imports","Volume - thousand barrels","16,950.00",""
"2019M08","Greece","Imports","Average price - USD per barrel","56.50",""
"2019M08","Spain","Imports","Volume - thousand barrels","43,701.85",""
"2019M08","Spain","Imports","Average price - USD per barrel","59.17",""
"2019M08","France","Imports","Volume - thousand barrels","32,502.60",""
"2019M08","France","Imports","Average price - USD per barrel","60.47",""
"2019M08","Croatia","Imports","Volume - thousand barrels",":",""
"2019M08","Croatia","Imports","Average price - USD per barrel",":",""
"2019M08","Italy","Imports","Volume - thousand barrels","44,471.00",""
"2019M08","Italy","Imports","Average price - USD per barrel","60.59",""
"2019M08","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M08","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M08","Latvia","Imports","Volume - thousand barrels",":",""
"2019M08","Latvia","Imports","Average price - USD per barrel",":",""
"2019M08","Lithuania","Imports","Volume - thousand barrels","5,988.03",""
"2019M08","Lithuania","Imports","Average price - USD per barrel","59.56",""
"2019M08","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M08","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M08","Hungary","Imports","Volume - thousand barrels","3,613.98",""
"2019M08","Hungary","Imports","Average price - USD per barrel","59.00",""
"2019M08","Malta","Imports","Volume - thousand barrels",":",""
"2019M08","Malta","Imports","Average price - USD per barrel",":",""
"2019M08","Netherlands","Imports","Volume - thousand barrels","40,262.00",""
"2019M08","Netherlands","Imports","Average price - USD per barrel","60.07",""
"2019M08","Austria","Imports","Volume - thousand barrels","5,468.86",""
"2019M08","Austria","Imports","Average price - USD per barrel","62.27",""
"2019M08","Poland","Imports","Volume - thousand barrels","14,556.76",""
"2019M08","Poland","Imports","Average price - USD per barrel","58.10",""
"2019M08","Portugal","Imports","Volume - thousand barrels","3,558.51",""
"2019M08","Portugal","Imports","Average price - USD per barrel","62.43",""
"2019M08","Romania","Imports","Volume - thousand barrels","5,241.26",""
"2019M08","Romania","Imports","Average price - USD per barrel","59.61",""
"2019M08","Slovenia","Imports","Volume - thousand barrels",":",""
"2019M08","Slovenia","Imports","Average price - USD per barrel",":",""
"2019M08","Slovakia","Imports","Volume - thousand barrels","3,177.81",""
"2019M08","Slovakia","Imports","Average price - USD per barrel","59.44",""
"2019M08","Finland","Imports","Volume - thousand barrels","6,374.84",""
"2019M08","Finland","Imports","Average price - USD per barrel","59.25",""
"2019M08","Sweden","Imports","Volume - thousand barrels","12,570.00",""
"2019M08","Sweden","Imports","Average price - USD per barrel","59.36",""
"2019M08","Norway","Imports","Volume - thousand barrels",":",""
"2019M08","Norway","Imports","Average price - USD per barrel",":",""
"2019M08","United Kingdom","Imports","Volume - thousand barrels","31,507.49",""
"2019M08","United Kingdom","Imports","Average price - USD per barrel","61.61",""
"2019M08","Montenegro","Imports","Volume - thousand barrels",":",""
"2019M08","Montenegro","Imports","Average price - USD per barrel",":",""
"2019M08","Türkiye","Imports","Volume - thousand barrels",":",""
"2019M08","Türkiye","Imports","Average price - USD per barrel",":",""
"2019M08","Moldova","Imports","Volume - thousand barrels",":",""
"2019M08","Moldova","Imports","Average price - USD per barrel",":",""
"2019M09","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2019M09","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2019M09","Belgium","Imports","Volume - thousand barrels","19,643.80",""
"2019M09","Belgium","Imports","Average price - USD per barrel","63.16",""
"2019M09","Bulgaria","Imports","Volume - thousand barrels","4,678.00",""
"2019M09","Bulgaria","Imports","Average price - USD per barrel","61.45",""
"2019M09","Czechia","Imports","Volume - thousand barrels","0.00",""
"2019M09","Czechia","Imports","Average price - USD per barrel",":","z"
"2019M09","Denmark","Imports","Volume - thousand barrels","2,680.00",""
"2019M09","Denmark","Imports","Average price - USD per barrel","61.33",""
"2019M09","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","48,155.00",""
"2019M09","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","61.55",""
"2019M09","Estonia","Imports","Volume - thousand barrels",":",""
"2019M09","Estonia","Imports","Average price - USD per barrel",":",""
"2019M09","Ireland","Imports","Volume - thousand barrels","1,800.82",""
"2019M09","Ireland","Imports","Average price - USD per barrel","64.28",""
"2019M09","Greece","Imports","Volume - thousand barrels","12,618.00",""
"2019M09","Greece","Imports","Average price - USD per barrel","60.89",""
"2019M09","Spain","Imports","Volume - thousand barrels","37,368.33",""
"2019M09","Spain","Imports","Average price - USD per barrel","60.80",""
"2019M09","France","Imports","Volume - thousand barrels","26,275.60",""
"2019M09","France","Imports","Average price - USD per barrel","63.02",""
"2019M09","Croatia","Imports","Volume - thousand barrels",":",""
"2019M09","Croatia","Imports","Average price - USD per barrel",":",""
"2019M09","Italy","Imports","Volume - thousand barrels","43,454.00",""
"2019M09","Italy","Imports","Average price - USD per barrel","63.42",""
"2019M09","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M09","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M09","Latvia","Imports","Volume - thousand barrels",":",""
"2019M09","Latvia","Imports","Average price - USD per barrel",":",""
"2019M09","Lithuania","Imports","Volume - thousand barrels","6,524.32",""
"2019M09","Lithuania","Imports","Average price - USD per barrel","61.22",""
"2019M09","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M09","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M09","Hungary","Imports","Volume - thousand barrels","2,968.99",""
"2019M09","Hungary","Imports","Average price - USD per barrel","61.00",""
"2019M09","Malta","Imports","Volume - thousand barrels",":",""
"2019M09","Malta","Imports","Average price - USD per barrel",":",""
"2019M09","Netherlands","Imports","Volume - thousand barrels","36,784.00",""
"2019M09","Netherlands","Imports","Average price - USD per barrel","61.75",""
"2019M09","Austria","Imports","Volume - thousand barrels","5,501.19",""
"2019M09","Austria","Imports","Average price - USD per barrel","59.93",""
"2019M09","Poland","Imports","Volume - thousand barrels","17,528.28",""
"2019M09","Poland","Imports","Average price - USD per barrel","60.89",""
"2019M09","Portugal","Imports","Volume - thousand barrels","5,989.80",""
"2019M09","Portugal","Imports","Average price - USD per barrel","63.90",""
"2019M09","Romania","Imports","Volume - thousand barrels","5,084.02",""
"2019M09","Romania","Imports","Average price - USD per barrel","63.04",""
"2019M09","Slovenia","Imports","Volume - thousand barrels",":",""
"2019M09","Slovenia","Imports","Average price - USD per barrel",":",""
"2019M09","Slovakia","Imports","Volume - thousand barrels","3,322.41",""
"2019M09","Slovakia","Imports","Average price - USD per barrel","61.15",""
"2019M09","Finland","Imports","Volume - thousand barrels","6,562.47",""
"2019M09","Finland","Imports","Average price - USD per barrel","61.00",""
"2019M09","Sweden","Imports","Volume - thousand barrels","7,183.00",""
"2019M09","Sweden","Imports","Average price - USD per barrel","62.16",""
"2019M09","Norway","Imports","Volume - thousand barrels",":",""
"2019M09","Norway","Imports","Average price - USD per barrel",":",""
"2019M09","United Kingdom","Imports","Volume - thousand barrels","28,001.93",""
"2019M09","United Kingdom","Imports","Average price - USD per barrel","63.25",""
"2019M09","Montenegro","Imports","Volume - thousand barrels",":",""
"2019M09","Montenegro","Imports","Average price - USD per barrel",":",""
"2019M09","Türkiye","Imports","Volume - thousand barrels",":",""
"2019M09","Türkiye","Imports","Average price - USD per barrel",":",""
"2019M09","Moldova","Imports","Volume - thousand barrels",":",""
"2019M09","Moldova","Imports","Average price - USD per barrel",":",""
"2019M10","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2019M10","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2019M10","Belgium","Imports","Volume - thousand barrels","19,673.17",""
"2019M10","Belgium","Imports","Average price - USD per barrel","59.24",""
"2019M10","Bulgaria","Imports","Volume - thousand barrels","4,497.00",""
"2019M10","Bulgaria","Imports","Average price - USD per barrel","59.22",""
"2019M10","Czechia","Imports","Volume - thousand barrels","0.00",""
"2019M10","Czechia","Imports","Average price - USD per barrel",":","z"
"2019M10","Denmark","Imports","Volume - thousand barrels","2,515.00",""
"2019M10","Denmark","Imports","Average price - USD per barrel","61.02",""
"2019M10","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","49,899.00",""
"2019M10","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","60.29",""
"2019M10","Estonia","Imports","Volume - thousand barrels",":",""
"2019M10","Estonia","Imports","Average price - USD per barrel",":",""
"2019M10","Ireland","Imports","Volume - thousand barrels","1,842.98",""
"2019M10","Ireland","Imports","Average price - USD per barrel","62.93",""
"2019M10","Greece","Imports","Volume - thousand barrels","12,326.00",""
"2019M10","Greece","Imports","Average price - USD per barrel","57.79",""
"2019M10","Spain","Imports","Volume - thousand barrels","41,782.94",""
"2019M10","Spain","Imports","Average price - USD per barrel","60.44",""
"2019M10","France","Imports","Volume - thousand barrels","31,394.00",""
"2019M10","France","Imports","Average price - USD per barrel","62.05",""
"2019M10","Croatia","Imports","Volume - thousand barrels",":",""
"2019M10","Croatia","Imports","Average price - USD per barrel",":",""
"2019M10","Italy","Imports","Volume - thousand barrels","37,748.00",""
"2019M10","Italy","Imports","Average price - USD per barrel","61.43",""
"2019M10","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M10","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M10","Latvia","Imports","Volume - thousand barrels",":",""
"2019M10","Latvia","Imports","Average price - USD per barrel",":",""
"2019M10","Lithuania","Imports","Volume - thousand barrels","5,677.84",""
"2019M10","Lithuania","Imports","Average price - USD per barrel","58.78",""
"2019M10","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M10","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M10","Hungary","Imports","Volume - thousand barrels","3,454.15",""
"2019M10","Hungary","Imports","Average price - USD per barrel","58.01",""
"2019M10","Malta","Imports","Volume - thousand barrels",":",""
"2019M10","Malta","Imports","Average price - USD per barrel",":",""
"2019M10","Netherlands","Imports","Volume - thousand barrels","36,626.00",""
"2019M10","Netherlands","Imports","Average price - USD per barrel","60.21",""
"2019M10","Austria","Imports","Volume - thousand barrels","5,636.37",""
"2019M10","Austria","Imports","Average price - USD per barrel","61.59",""
"2019M10","Poland","Imports","Volume - thousand barrels","15,678.43",""
"2019M10","Poland","Imports","Average price - USD per barrel","58.48",""
"2019M10","Portugal","Imports","Volume - thousand barrels","6,883.63",""
"2019M10","Portugal","Imports","Average price - USD per barrel","64.43",""
"2019M10","Romania","Imports","Volume - thousand barrels","5,851.08",""
"2019M10","Romania","Imports","Average price - USD per barrel","59.45",""
"2019M10","Slovenia","Imports","Volume - thousand barrels",":",""
"2019M10","Slovenia","Imports","Average price - USD per barrel",":",""
"2019M10","Slovakia","Imports","Volume - thousand barrels","3,042.43",""
"2019M10","Slovakia","Imports","Average price - USD per barrel","57.39",""
"2019M10","Finland","Imports","Volume - thousand barrels","8,110.95",""
"2019M10","Finland","Imports","Average price - USD per barrel","58.16",""
"2019M10","Sweden","Imports","Volume - thousand barrels","8,423.00",""
"2019M10","Sweden","Imports","Average price - USD per barrel","60.15",""
"2019M10","Norway","Imports","Volume - thousand barrels",":",""
"2019M10","Norway","Imports","Average price - USD per barrel",":",""
"2019M10","United Kingdom","Imports","Volume - thousand barrels","31,911.38",""
"2019M10","United Kingdom","Imports","Average price - USD per barrel","62.14",""
"2019M10","Montenegro","Imports","Volume - thousand barrels",":",""
"2019M10","Montenegro","Imports","Average price - USD per barrel",":",""
"2019M10","Türkiye","Imports","Volume - thousand barrels",":",""
"2019M10","Türkiye","Imports","Average price - USD per barrel",":",""
"2019M10","Moldova","Imports","Volume - thousand barrels",":",""
"2019M10","Moldova","Imports","Average price - USD per barrel",":",""
"2019M11","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2019M11","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2019M11","Belgium","Imports","Volume - thousand barrels","20,624.47",""
"2019M11","Belgium","Imports","Average price - USD per barrel","62.58",""
"2019M11","Bulgaria","Imports","Volume - thousand barrels","4,098.00",""
"2019M11","Bulgaria","Imports","Average price - USD per barrel","62.07",""
"2019M11","Czechia","Imports","Volume - thousand barrels","0.00",""
"2019M11","Czechia","Imports","Average price - USD per barrel",":","z"
"2019M11","Denmark","Imports","Volume - thousand barrels","2,572.00",""
"2019M11","Denmark","Imports","Average price - USD per barrel","64.54",""
"2019M11","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","50,807.00",""
"2019M11","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","63.33",""
"2019M11","Estonia","Imports","Volume - thousand barrels",":",""
"2019M11","Estonia","Imports","Average price - USD per barrel",":",""
"2019M11","Ireland","Imports","Volume - thousand barrels","2,462.86",""
"2019M11","Ireland","Imports","Average price - USD per barrel","64.89",""
"2019M11","Greece","Imports","Volume - thousand barrels","11,961.00",""
"2019M11","Greece","Imports","Average price - USD per barrel","62.02",""
"2019M11","Spain","Imports","Volume - thousand barrels","36,208.13",""
"2019M11","Spain","Imports","Average price - USD per barrel","60.00",""
"2019M11","France","Imports","Volume - thousand barrels","24,360.90",""
"2019M11","France","Imports","Average price - USD per barrel","65.23",""
"2019M11","Croatia","Imports","Volume - thousand barrels",":",""
"2019M11","Croatia","Imports","Average price - USD per barrel",":",""
"2019M11","Italy","Imports","Volume - thousand barrels","36,647.00",""
"2019M11","Italy","Imports","Average price - USD per barrel","62.93",""
"2019M11","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M11","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M11","Latvia","Imports","Volume - thousand barrels",":",""
"2019M11","Latvia","Imports","Average price - USD per barrel",":",""
"2019M11","Lithuania","Imports","Volume - thousand barrels","5,697.07",""
"2019M11","Lithuania","Imports","Average price - USD per barrel","61.85",""
"2019M11","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M11","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M11","Hungary","Imports","Volume - thousand barrels","4,224.57",""
"2019M11","Hungary","Imports","Average price - USD per barrel","61.45",""
"2019M11","Malta","Imports","Volume - thousand barrels",":",""
"2019M11","Malta","Imports","Average price - USD per barrel",":",""
"2019M11","Netherlands","Imports","Volume - thousand barrels","36,494.00",""
"2019M11","Netherlands","Imports","Average price - USD per barrel","64.18",""
"2019M11","Austria","Imports","Volume - thousand barrels","5,260.41",""
"2019M11","Austria","Imports","Average price - USD per barrel","62.37",""
"2019M11","Poland","Imports","Volume - thousand barrels","17,384.14",""
"2019M11","Poland","Imports","Average price - USD per barrel","62.42",""
"2019M11","Portugal","Imports","Volume - thousand barrels","6,574.86",""
"2019M11","Portugal","Imports","Average price - USD per barrel","65.25",""
"2019M11","Romania","Imports","Volume - thousand barrels","6,952.84",""
"2019M11","Romania","Imports","Average price - USD per barrel","63.80",""
"2019M11","Slovenia","Imports","Volume - thousand barrels",":",""
"2019M11","Slovenia","Imports","Average price - USD per barrel",":",""
"2019M11","Slovakia","Imports","Volume - thousand barrels","3,470.02",""
"2019M11","Slovakia","Imports","Average price - USD per barrel","62.67",""
"2019M11","Finland","Imports","Volume - thousand barrels","903.40",""
"2019M11","Finland","Imports","Average price - USD per barrel","67.22",""
"2019M11","Sweden","Imports","Volume - thousand barrels","10,216.00",""
"2019M11","Sweden","Imports","Average price - USD per barrel","63.03",""
"2019M11","Norway","Imports","Volume - thousand barrels",":",""
"2019M11","Norway","Imports","Average price - USD per barrel",":",""
"2019M11","United Kingdom","Imports","Volume - thousand barrels","29,172.90",""
"2019M11","United Kingdom","Imports","Average price - USD per barrel","64.74",""
"2019M11","Montenegro","Imports","Volume - thousand barrels",":",""
"2019M11","Montenegro","Imports","Average price - USD per barrel",":",""
"2019M11","Türkiye","Imports","Volume - thousand barrels",":",""
"2019M11","Türkiye","Imports","Average price - USD per barrel",":",""
"2019M11","Moldova","Imports","Volume - thousand barrels",":",""
"2019M11","Moldova","Imports","Average price - USD per barrel",":",""
"2019M12","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2019M12","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2019M12","Belgium","Imports","Volume - thousand barrels","19,895.12",""
"2019M12","Belgium","Imports","Average price - USD per barrel","66.33",""
"2019M12","Bulgaria","Imports","Volume - thousand barrels","4,063.00",""
"2019M12","Bulgaria","Imports","Average price - USD per barrel","64.70",""
"2019M12","Czechia","Imports","Volume - thousand barrels","0.00",""
"2019M12","Czechia","Imports","Average price - USD per barrel",":","z"
"2019M12","Denmark","Imports","Volume - thousand barrels","3,133.00",""
"2019M12","Denmark","Imports","Average price - USD per barrel","69.25",""
"2019M12","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","52,162.00",""
"2019M12","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","66.68",""
"2019M12","Estonia","Imports","Volume - thousand barrels",":",""
"2019M12","Estonia","Imports","Average price - USD per barrel",":",""
"2019M12","Ireland","Imports","Volume - thousand barrels","1,810.22",""
"2019M12","Ireland","Imports","Average price - USD per barrel","69.13",""
"2019M12","Greece","Imports","Volume - thousand barrels","11,634.50",""
"2019M12","Greece","Imports","Average price - USD per barrel","65.04",""
"2019M12","Spain","Imports","Volume - thousand barrels","39,625.33",""
"2019M12","Spain","Imports","Average price - USD per barrel","64.14",""
"2019M12","France","Imports","Volume - thousand barrels","21,665.10",""
"2019M12","France","Imports","Average price - USD per barrel","69.37",""
"2019M12","Croatia","Imports","Volume - thousand barrels",":",""
"2019M12","Croatia","Imports","Average price - USD per barrel",":",""
"2019M12","Italy","Imports","Volume - thousand barrels","38,707.00",""
"2019M12","Italy","Imports","Average price - USD per barrel","67.51",""
"2019M12","Cyprus","Imports","Volume - thousand barrels",":",""
"2019M12","Cyprus","Imports","Average price - USD per barrel",":",""
"2019M12","Latvia","Imports","Volume - thousand barrels",":",""
"2019M12","Latvia","Imports","Average price - USD per barrel",":",""
"2019M12","Lithuania","Imports","Volume - thousand barrels","5,126.11",""
"2019M12","Lithuania","Imports","Average price - USD per barrel","65.59",""
"2019M12","Luxembourg","Imports","Volume - thousand barrels",":",""
"2019M12","Luxembourg","Imports","Average price - USD per barrel",":",""
"2019M12","Hungary","Imports","Volume - thousand barrels","4,245.61",""
"2019M12","Hungary","Imports","Average price - USD per barrel","67.25",""
"2019M12","Malta","Imports","Volume - thousand barrels",":",""
"2019M12","Malta","Imports","Average price - USD per barrel",":",""
"2019M12","Netherlands","Imports","Volume - thousand barrels","39,844.00",""
"2019M12","Netherlands","Imports","Average price - USD per barrel","63.33",""
"2019M12","Austria","Imports","Volume - thousand barrels","5,584.42",""
"2019M12","Austria","Imports","Average price - USD per barrel","65.36",""
"2019M12","Poland","Imports","Volume - thousand barrels","16,418.51",""
